Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-04-07,Sunday,15,April,Cloudy,55,38,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,09:00,01:00,7,1,21,Good,Good,FALSE,T-Shirt,Red,Green,Godzilla,,Red,Japanese Leisure Pants,Forest Green,,Blank,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Blue,Red,Boxers,Blue,Red,Green,Stance,Dragon,Black,Glasses,Green,TRUE,Forest Green,,Cap,Dinosaur,,Green,FALSE,,,,,,TRUE,Forest Green,,Hoodie,Costco,,Green,2,,Peanut Noodles and Rice Cakes,Beef Empanadas,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,7,,Banana,"Carrot, Caulifour, Peas",Beef,,The last of this meal,Late night meal,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,"Subway, Bus",FALSE,FALSE,FALSE,Jiwei,,,Ashley,"ScholarlySync, MylesAI",python,TRUE,TRUE,2,5,FALSE,,FALSE,0,
2024-04-08,Monday,15,April,Cloudy,70,47,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,01:00,8,1,67,Good,Good,FALSE,Long Sleeve,Forest Green,White,Monstercat,,Green,Sweatpants,Gray,,Monstercat,,Gray,Slip-on Shoes,Electric Lime,,Moln,,Green,Red,Blue,Boxers,Red,Lime Green,Black,UnderArmour,,Green,Glasses,Green,TRUE,Forest Green,,Cap,Dinosaur,,Green,FALSE,,,,,,TRUE,Black,Lime Green,Hoodie,Monstercat,,Black,2,,Bulgolgi Plate,Lamb Vegetable Mix,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Toast x Bowl,,,,8,8,,"Banana, Mango","Carrot, Caulifour, Peas, Ginger","Lamb, Beef",,Really good but I think I like the sandwiches better at Toast x Bowl,Good way to finish of the lamb,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,Ashley,"ScholarlySync, MylesAI",python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-04-09,Tuesday,15,April,Cloudy,75,50,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,01:00,9,0,23,Good,Good,FALSE,T-Shirt,Dark Blue,White,Columbia,DSI,Blue,Athletic Shorts,Light Green,,Tek Gear,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Blue,White,Boxers,Blue,Blue,Green,,Pineapples,Blue,Glasses,Green,TRUE,Columbia Blue,,Cap,Columbia,,Blue,FALSE,,,,,,TRUE,White,Blue,Hoodie,Columbia,Crown,Blue,2,,Jalepeño Green Chile Turkey Soup,Beef Empanadas,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,7,,,"Carrot, Caulifour, Peas","Turkey, Beef",,"Great as leftovers too, definitely a recipe I'll remember",Didn't feel like cooking something after ball.,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Basketball,,FALSE,FALSE,FALSE,Jiwei,,,,"ScholarlySync, MylesAI",python,TRUE,TRUE,1,3,FALSE,,FALSE,0,
2024-04-10,Wednesday,15,April,Cloudy,66,51,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,01:00,9,0,30,Good,Good,FALSE,Long Sleeve,Olive Green,,American Eagle,Henley,Green,Pajama Pants,Lincoln Green,,,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,Gray,,Stance,,Gray,Glasses,Green,TRUE,Forest Green,,Trucker Hat,Omega Mart,,Green,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Jalepeño Green Chile Turkey Soup,Samosas w/ Jalepeño Bread,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,8,,Banana,"Carrot, Caulifour, Peas",Turkey,,Honestly I might be a soup guy now. I've been too hard on liquid foods,I bought a bunch of pizzas for a pizza contest so I didn't have time to cook something elaborate. Was pretty good meal tho,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"ScholarlySync, MylesAI",python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-04-11,Thursday,15,April,Cloudy,62,49,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,02:00,6,1,40,Good,Good,FALSE,Long Sleeve,Seafoam Green,,Columbia,,Green,Swishy Sweatpants,Navy Blue,,Nike,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Green,Moss Green,,Stance,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Forest Green,,Rain Jacket,Tek Gear,,Green,2,,Samosas w/ Jalepeño Bread,Kimbap,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,"Banana, Mango, Orange","Carrot, Ginger",,,Solid lunch,I forgot to buy meat so this is what I had lol,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,Ashley,,"ScholarlySync, MylesAI, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,Big Brain Academy: Brain vs. Brain,FALSE,0,
2024-04-12,Friday,15,April,Cloudy,65,54,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,00:00,8,0,100,Good,Good,FALSE,Polo,Lime Green,White,Grand Slam,,Green,Khakis,Brown,,,,Brown,Golf Shoes,White,Forest Green,Malbon,,White,Blue,Light Blue,Boxers,Blue,Olive Green,,Stance,,Green,Glasses,Green,TRUE,Jungle Green,,Cap,Top Golf,,Green,FALSE,,,,,,FALSE,,,,,,,1,,,Trader Joe's Pizza Pizza Pizza Pizza Pizza Pizza Pizza,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,8,,Mango,"Onion, Mushroom","Pork, Beef, Chicken",,,There's a separate spreadsheet ranking each of the pizzas but overall it was a worthwhile investment haha. Best ones were the BBQ chicken and the meat lovers,,,,,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Kevin",,,,,python,TRUE,TRUE,2,2,FALSE,,FALSE,0,
2024-04-13,Saturday,15,April,Rain ,53,47,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,0,30,Good,Good,FALSE,Polo,Lime Green,,Chaps,,Green,Khakis,Verdigris,,Blank,,Green,Golf Shoes,White,Forest Green,Malbon,,White,Dark Blue,Periwinkle,Boxers,Blue,Lime Green,Green,Stance,Golf,Green,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,New Mexican Monster,Green,FALSE,,,,,,FALSE,,,,,,,1,,Hot Dog and Hamburger,Jalepeño Quesadilla,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,7,7,,"Jalepeño, Banana",,"Pork, Beef",,Much needed hot dog and hamburger during a long day of golf,"Could've gotten something better, I wanted some meat in the quesadilla",,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Kevin, Jordan, Jed, Deezy, DWang",,,,,,TRUE,TRUE,2,4,FALSE,,TRUE,2,"High Noon, High Noon"
2024-04-14,Sunday,16,April,Sunny,75,57,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,08:00,00:00,8,1,100,Good,Good,FALSE,Athletic Shirt,Lime Green,,MUD,,Green,Shorts,Dark Blue,Neon Green,,,Blue,Basketball Shoes,Black,Electric Lime,Nike,Curry,Black,Blue,Yellow,Boxers,Blue,Lime Green,Black,Polo,,Green,Contacts,,TRUE,Forest Green,,Beanie,American Eagle,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Pork Bun and Dumplings,Trader Joe's Pizza Pizza Pizza Pizza Pizza Pizza Pizza,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,7,8,,Mango,"Onion, Mushroom, Chive","Pork, Beef, Chicken",,Post ball mini dumpling tour was great and much needed after a ball session,I have so much pizza lol,,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Basketball,,FALSE,FALSE,FALSE,Jiwei,,,,,,TRUE,TRUE,1,3,FALSE,,FALSE,0,
2024-04-15,Monday,16,April,Sunny,80,51,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,00:00,9,1,39,Bad,Ok,FALSE,T-Shirt,Olive Green,,King Ghidora,,Green,Shorts,White,Black,American Eagle,,White,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Red,Turquoise,,Nike,,Blue,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Pork Bun,Trader Joe's Pizza Pizza Pizza Pizza Pizza Pizza Pizza,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,8,8,,,Chive,"Pork, Beef, Chicken",,Quick pork bun while I do my taxes,The final pizza to reward myself for completing my taxes,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,1,4,TRUE,,FALSE,0,
2024-04-16,Tuesday,16,April,Sunny,71,53,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,09:00,09:00,9,1,66,Good,Good,FALSE,Button-Up Shirt,Forest Green,Blue,,,Green,Dress Pants,Dark Blue,,,,Blue,Sneakers,Turquoise,White,Allbirds,,Blue,Blue,Green,Boxers,Blue,Dark Blue,Light Blue,Seattle,Seattle Kraken,Blue,Glasses,Green,TRUE,Columbia Blue,,Cap,Columbia,,Blue,TRUE,Olive Green,,,Blank,Green,FALSE,,,,,,,1,,Sweet and Spicy Rice Cakes,Turkey Meatballs and Cheese Balls,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,7,8,,,,Turkey,,Kinda bland honestly but I needed food,Turkey meatballs were kinda dry but the cheese balls were crazy good,,,Hulu,,,Naruto Shippuden,,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,"Subway, Bus",TRUE,TRUE,FALSE,"Jiwei, Morgan",,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,1,1,TRUE,,FALSE,0,
2024-04-17,Wednesday,16,April,Cloudy,62,51,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,11,0,57,Good,Good,FALSE,Long Sleeve,Forest Green,Yellow,Monstercat,,Green,Joggers,Moss Green,,American Eagle,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Purple,White,Boxers,Purple,Lime Green,Black,Polo,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Yogurt and Banana,Rice and Spinach,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,5,5,,Banana,Spinach,,,Struggle meal,Struggle meal,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,,,TRUE,TRUE,2,2,FALSE,,FALSE,0,
2024-04-18,Thursday,16,April,Rain,48,44,Hoboken,New Jersey,USA,Myrtle Beach,South Carolina,USA,"Hoboken, Myrtle Beach","New Jersey, South Carolina",USA,08:00,00:00,8,0,80,Good,Good,FALSE,T-Shirt,Lime Green,,,,Green,Joggers,Forest Green,,American Eagle,,Green,Sneakers,Neon Green,White,Nike,,Green,Green,Blue,Boxers,Green,Sand,Green,,Desert,Brown,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,New Mexican Monster,Green,FALSE,,,,,,FALSE,,,,,,,1,,,Chicken Quesadilla,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Cookout,,,,8,,,Potato,Chicken,,,Cookout chicken quesadilla was really good but too flat,,,,,,,,0,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,Lyft,"Jiwei, Kevin, Jed",,,,,,TRUE,TRUE,1,3,FALSE,,TRUE,2,"Marg Mix, Marg Mix"
2024-04-19,Friday,16,April,Windy,72,66,Myrtle Beach,South Carolina,USA,Myrtle Beach,South Carolina,USA,Myrtle Beach,South Carolina,USA,06:30,11:00,6.5,0,80,Good,Good,FALSE,Polo,Lime Green,,,,Green,Shorts,Lincoln Green,,Greg Norman,,Green,Golf Shoes,White,Forest Green,Malbon,,White,Red,Green,Boxers,Red,White,Black,,Mario Kart,White,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,New Mexican Monster,Green,FALSE,,,,,,FALSE,,,,,,,1,"Eggs, Sausage, and Waffles",Loaded Nachos,Turkey Burger,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Legends Golf Course,Legends Golf Course,Fuddrucker's,,7,8,8,,,Potato,"Eggs, Pork",First breakfast in a while and it did not disappoint,A lot of food but it was good,,,,,,,,,0,FALSE,TRUE,Wet,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,FALSE,"Jiwei, Kevin, Jed",,,,,,TRUE,TRUE,1,4,FALSE,,TRUE,6,"Kirkland Seltzer x4, Land Shark x2"
2024-04-20,Saturday,16,April,Rain,85,65,Myrtle Beach,South Carolina,USA,Myrtle Beach,South Carolina,USA,Myrtle Beach,South Carolina,USA,07:00,11:00,8,1,80,Bad,Bad,FALSE,Polo,Lime Green,,,,Green,Khakis,Emerald Green,,Polo,,Green,Golf Shoes,White,Forest Green,Malbon,,White,Green,Blue,Boxers,Green,Lime Green,Green,Stance,Golf,Green,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,New Mexican Monster,Green,FALSE,,,,,,FALSE,,,,,,,1,"Eggs, Sausage, and Pancake",Monte Cristo w/ Fries,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Legends Golf Course,Legends Golf Course,Carolina Roadhouse,,7,9,8,,,Potato,"Eggs, Pork",Different breakfast but great fuel before golf,Way better than the loaded nachos and the jelly sauce was really good,,,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,FALSE,"Jiwei, Kevin, Jed",,,,,,TRUE,TRUE,1,5,FALSE,,TRUE,6,"Kirkland Seltzer x4, Land Shark x2"
2024-04-21,Sunday,17,April,Drizzle,67,50,Myrtle Beach,South Carolina,USA,Hoboken,New Jersey,USA,"Hoboken, Myrtle Beach","South Carolina, New Jersey",USA,07:00,10:00,8,0,80,Good,Good,FALSE,Polo,Celadon,,Greg Norman,,Green,Khakis,Emerald Green,,Polo,,Green,Golf Shoes,White,Forest Green,Malbon,,White,Green,Blue,Boxers,Green,Black,Lime Green,Stance,Space,,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,New Mexican Monster,Green,FALSE,,,,,,TRUE,Forest Green,,Hoodie,,,Green,2,,Monte Cristo w/ Fries,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Legends Golf Course,,,,9,,,,Potato,Pork,,Soo good I had to get it twice,,,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Kevin, Jed",,,,,,TRUE,TRUE,1,3,FALSE,,FALSE,1,Blue Moon
2024-04-22,Monday,17,April,Sunny,63,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,8,0,100,Good,Good,FALSE,Dress Shirt,Dark Green,,,,Green,Suit Pants,Tan,,,,Brown,Dress Shoes,Black,,,,Black,White,Green,Boxers,White,Green,Dark Blue,,Stripes,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Salad,Popcorn,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,6,,,Banana,,,,Struggle healthy meal,Why did I eat popcorn for dinner lol? The beauty of being an adult,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Jiwei, Won",,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,2,2,TRUE,,FALSE,0,
2024-04-23,Tuesday,17,April,Sunny,62,42,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,9,0,46,Good,Good,FALSE,T-Shirt,Blue,Green,Adidas,,Blue,Sweatpants,Green,Gray,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Blue,,Hoodie,,,Blue,1,,Pepperoni Pizza,Stuffed Pepper,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,7,7,,,,,,Pizza I didn't use for the TJ Mega Pizza. It's like a bagel bite lol,Pretty good honestly was not expecting it to be good,,,Hulu,Hulu,,Naruto Shippuden,Naruto Shippuden,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-04-24,Wednesday,17,April,Cloudy,70,50,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,6,1,50,Good,Good,FALSE,Button-Up Shirt,Forest Green,Black,,,Green,Sweatpants,Green,Gray,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Blue,White,Boxers,Blue,,,,,,Glasses,Green,TRUE,Green,White,Cap,South Carolina,Myrtle Beach,Green,FALSE,,,,,,FALSE,,,,,,,1,,Sushi,Pepperoni Pizza,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,7,6,,"Mango, Orange",,,,Quick sushi,Still a bagel bite,,,Disney+,Disney+,,X-Men '97,X-Men '97,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-04-25,Thursday,17,April,Cloudy,57,41,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,06:00,10:00,7,0,69,Good,Good,FALSE,Polo,Light Green,,Polo,,Green,Joggers,Khaki,,American Eagle,,Brown,Sneakers,Black,Green,Adidas,Lego,Black,Green,Red,Boxers,Green,Green,Kelly Green,13th Tribe,Tribal,Green,Glasses,Green,TRUE,Dark Blue,,Beanie,Columbia,,Blue,FALSE,,,,,,TRUE,Green,Yellow,Sweater,Polo,,Green,2,,BBQ Chicken Sub,Salmon Jalepeño Pizza,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,7,10,,Banana,Carrot,"Salmon, Chicken",,Was speaking at Columbia and they gave me lunch,One of my best creations. Must needed win after all the struggle meals and eating out,,, ,nbabite,,,NBA Playoffs,1,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,"Subway, Bus",FALSE,FALSE,FALSE,Jiwei,,,,AI-Image Analysis,python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-04-26,Friday,17,April,Sunny,60,40,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,04:00,00:00,6,0,68,Good,Good,FALSE,Long Sleeve,Kelly Green,Yellow,Reebok,Power Rangers,Green,Japanese Leisure Pants,Forest Green,,Blank,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Salmon Jalepeño Pizza,Black Bean Monteray Jack Burrito,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,10,6,,"Banana, Jalepeño","Carrot, Broccoli",Salmon,,Such a great hit and I have a ton of it,Not getting this one again lol,,,Hulu,Hulu,,Always Sunny,Always Sunny,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-04-27,Saturday,17,April,Cloudy,60,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,01:00,7,1,66,Good,Good,FALSE,Athletic Shirt,Cadmium Green,,UnderArmour,,Green,Joggers,Crimson,,American Eagle,,Red,Basketball Shoes,Black,Electric Lime,Nike,Curry,Black,Green,White,Boxer Briefs,Green,Black,Electric Lime,UnderArmour,,Black,Contacts,,TRUE,Lime Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Light Green,,Hoodie,,,Green,2,,Lamb Rice Bowl,Salmon Jalepeño Pizza,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Naya,,,,7,10,,"Banana, Jalepeño","Carrot, Broccoli",Salmon,,Pretty solid nothing special really but yummy,Another banger. BANG BANG,,,,Fmovies,,,Invincible,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Basketball,"Subway, Bus, Ferry, Bike",FALSE,FALSE,FALSE,"Jiwei, Jed, Opara, Weezy, Scialabbas, Kevin, DWang",,,,"AI-Image Analysis, PRA",python,TRUE,TRUE,1,3,FALSE,,TRUE,1,Sour
2024-04-28,Sunday,18,April,Cloudy,76,50,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,7,0,47,Good,Good,FALSE,Polo,Celadon,,Greg Norman,,Green,Joggers,Khaki,,American Eagle,,Brown,Golf Shoes,White,Forest Green,Malbon,,White,Green,Red,Boxers,Green,Black,Green,Stance,Dragon,Black,Glasses,Green,TRUE,Light Green,,Cap,Polo,,Green,FALSE,,,,,,TRUE,Pastel Green,,Hoodie,Greg Norman,,Green,2,,BBQ Chicken Sub,Cheeseburger Burrito,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,7,7,,Banana,,"Beef, Chicken",,Same lunch from Columbia. Still pretty solid,TJ Cheeseburger burrito,,,Fmovies,Fmovies,,Jujustu Kaisen,Jujustu Kaisen,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,FALSE,FALSE,Lyft,"Jiwei, Jed",,,,"AI-Image Analysis, PRA, FSNB Chatbot, Grant Writing",python,TRUE,TRUE,2,4,FALSE,,FALSE,0,
2024-04-29,Monday,18,April,Cloudy,85,54,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,11:00,8,1,11,Good,Good,FALSE,Button-Up Shirt,White,Seafoam Green,H&M,,White,Japanese Leisure Pants,Forest Green,,Blank,,Green,Sandals,Green,Orange,Adidas,,Green,Red,Green,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Salmon Jalepeño Pizza,Cheesy Sweet Potatoes,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,10,8,,"Banana, Jalepeño, Orange","Carrot, Broccoli, Sweet Potato, Ginger",Salmon,,The last of the meal. I need to remember this recipe,Pretty good but I shouldve added some meat to it,,,Fmovies,Fmovies,,Jujustu Kaisen,Jujustu Kaisen,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA, FSNB Chatbot, Grant Writing",python,TRUE,TRUE,3,5,TRUE,,FALSE,0,
2024-04-30,Tuesday,18,April,Cloudy,67,54,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,11:00,8,0,8,Good,Good,FALSE,Long Sleeve,Baby Blue,,Eddie Bauer,,Blue,Swishy Sweatpants,Green,White,Holloway,Daldot,Green,Sandals,Electric Lime,Black,Nike,,Green,Blue,Periwinkle,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Cheesy Sweet Potatoes,Duck Bacon Omelette,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,8,9,,"Banana, Mango","Sweet Potato, Spinach",Duck,,I need to add the duck bacon to this next time,Duck bacon is actually really good. Just as good as regular bacon,,,YouTube,YouTube,,Dissecting Geto Suguru - Sage's Rain,Peacock is a Nightmare for NBC - captiainmidnight,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"AI-Image Analysis, PRA, FSNB Chatbot, Grant Writing",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
